Smiles,CHEMBLID,Compound Key,Library,S_Hit
O=C(CC1CCCC1)N1C[C@@H]2CN(Cc3ccoc3)CCO[C@@H]2C1,CHEMBL3471364,DDD01084038,Global Health Stage V,Inactive
Cc1nc(C)c2c(n1)CCN(C(=O)CC1CC1)CC2,CHEMBL3471753,DDD01084946,Global Health Stage V,Inactive
OC[C@H]1CN(C2Cc3ccccc3C2)C[C@H]1CN1CCC(O)CC1,CHEMBL3474706,DDD01246008,Global Health Stage V,Inactive
O=C(N1CCOCC1)N1C[C@@H]2CN(Cc3nccs3)C[C@@H]2C1,CHEMBL3552124,DDD01084103,Global Health Stage V,Inactive
Cc1oc(-c2ccccc2)nc1CN1CCC(c2ccnn2C)CC1,CHEMBL3465550,DDD01076587,Global Health Stage V,Inactive
Cc1ccc(C2CCCN2S(=O)(=O)N(C)Cc2nccn2C)o1,CHEMBL3458651,DDD01069609,Global Health Stage V,Inactive
COc1ccc(OC)c(-n2c(COC(C)C)n[nH]c2=O)c1,CHEMBL3482978,DDD01254325,Global Health Stage V,Inactive
C[C@@H]1C[C@H]2CN(C(=O)c3cccc4c3OCCO4)C[C@H]2O1,CHEMBL3441087,DDD01030033,Global Health Stage V,Inactive
Cc1cccc(C(=O)N2CCO[C@@H]3[C@@H]2CC[C@H]3OCCN(C)C)n1,CHEMBL3442378,DDD01032849,Global Health Stage V,Inactive
CCC(CO)N(Cc1cccs1)C(=O)Cc1ccc(O)cc1,CHEMBL3473742,DDD01245038,Global Health Stage V,Inactive
Cc1nc(N2CCCC2)nc2c1CCN(C(=O)CN(C)C)CC2,CHEMBL3557081,DDD01030818,Global Health Stage V,Inactive
O=C(NC[C@H]1OC[C@@H](NC2CCNCC2)[C@@H]1O)C1CCCC1,CHEMBL3556163,DDD01024902,Global Health Stage V,Inactive
CC(=O)N1CCCN(C(C(=O)O)c2ccccc2OC(F)(F)F)CC1,CHEMBL3482441,DDD01253782,Global Health Stage V,Inactive
O=C(CCCc1cn[nH]c1)N1CCOCC(O)C1,CHEMBL3486759,DDD01258123,Global Health Stage V,Inactive
CN(C(=O)c1cccc(C#N)c1)c1nnc(C2CCOC2)s1,CHEMBL1519593,DDD01057105,Global Health Stage V,Inactive
COc1ccccc1S(=O)(=O)NCC(c1cccn1C)N(C)C,CHEMBL3439585,DDD01027791,Global Health Stage V,Inactive
CC(=O)N[C@@H]1CN(Cc2ccccc2C(=O)O)C[C@H]1C(C)C,CHEMBL3482136,DDD01253476,Global Health Stage V,Inactive
Cc1ccc(N2CCC(C(O)c3cccs3)CC2)nn1,CHEMBL3485085,DDD01256442,Global Health Stage V,Inactive
COc1ccc(N(Cc2ccco2)C(=O)C2CCCO2)cc1F,CHEMBL3465026,DDD01076045,Global Health Stage V,Inactive
Cc1ccc(C(=O)O)cc1S(=O)(=O)N(C)c1cccc(C#N)c1,CHEMBL3463541,DDD01074534,Global Health Stage V,Inactive
Cc1cc(NC(=O)CCN2CCCC2Cn2cncn2)no1,CHEMBL3496368,DDD01304155,Global Health Stage V,Inactive
CC(=O)NC1CCCN(C(=O)NCc2ccc(-c3ccn[nH]3)cc2)C1,CHEMBL3494295,DDD01302069,Global Health Stage V,Inactive
O=c1c(Cc2ccccc2)c(O)ccn1CCc1ccccc1,CHEMBL3450769,DDD01061572,Global Health Stage V,Inactive
N[C@@H]1c2ccccc2C2(CCN(c3ccc(C(F)(F)F)cn3)CC2)[C@H]1O,CHEMBL3474932,DDD01246234,Global Health Stage V,Inactive
Cc1cc(NC(=O)CCN2CCn3c(C)nnc3C2)no1,CHEMBL3493652,DDD01301421,Global Health Stage V,Inactive
Cn1c(CN2CCCCC2)nnc1C1CCN(c2nccc(N)n2)CC1,CHEMBL3484208,DDD01255556,Global Health Stage V,Inactive
c1cncc(OCc2noc3c2CN(Cc2ccsc2)CC3)c1,CHEMBL3554756,DDD01034400,Global Health Stage V,Inactive
Cc1cccc2c1nc1n2[C@@H](CNC(=O)c2cnccn2)COC1,CHEMBL3437040,DDD01025022,Global Health Stage V,Inactive
Cn1cc(-c2ncc3c(c2C(=O)O)CCN(CC2CC2)C3)cn1,CHEMBL3556056,DDD01082631,Global Health Stage V,Inactive
CS(=O)(=O)N1C[C@H](C(=O)Nc2cccnc2)C[C@H]2OCC[C@H]21,CHEMBL3553205,DDD01029615,Global Health Stage V,Inactive
Cc1n[nH]c(C)c1CCc1ccc(S(C)(=O)=O)cc1,CHEMBL3480166,DDD01251498,Global Health Stage V,Inactive
c1cncc(-c2ccc3c(c2)C2(CC3)CCN(c3nncs3)CC2)c1,CHEMBL3551624,DDD01036916,Global Health Stage V,Inactive
CC(CNC(=O)c1ccc(F)cc1Cl)N1CCCC1,CHEMBL3469386,DDD01080478,Global Health Stage V,Inactive
CN(C)c1nccc(C2CCN(c3ncccn3)CC2)n1,CHEMBL3447478,DDD01057751,Global Health Stage V,Inactive
COc1ccc(N(C)C(=O)C2CN(C)CCO2)cc1F,CHEMBL3451069,DDD01061925,Global Health Stage V,Inactive
COCC[C@]1(O)CCN(Cc2nc(C(C)C)cs2)C[C@H]1C,CHEMBL3475178,DDD01246482,Global Health Stage V,Inactive
Cc1cccnc1CNc1ccc(C(=O)N2CCc3ccccc32)cn1,CHEMBL3456865,DDD01067805,Global Health Stage V,Inactive
CCOC1CCN(C(=O)c2ccc(-n3ncc(C#N)c3N)cc2)CC1,CHEMBL3461756,DDD01072738,Global Health Stage V,Inactive
CCN1CC2(CC1=O)CN(Cc1ccsc1)CCN(C(=O)C(C)C)C2,CHEMBL3556725,DDD01034179,Global Health Stage V,Inactive
O=C1CCCCN1CSc1nnnn1-c1ccc(Cl)cc1,CHEMBL3451299,DDD01062159,Global Health Stage V,Inactive
Cn1ccc(CNC(=O)Nc2ccc(S(=O)(=O)C(F)F)cc2)c1,CHEMBL3451539,DDD01062400,Global Health Stage V,Inactive
Cc1cc(CNCC2(O)CCOCC2)ccc1F,CHEMBL3456362,DDD01067289,Global Health Stage V,Inactive
O=C(c1ccc[nH]1)N1CCC2(CC1)C(=O)Nc1ccccc12,CHEMBL3486284,DDD01257644,Global Health Stage V,Inactive
Cn1cc(C(=O)N2CCN(Cc3ccccn3)CC2)ccc1=O,CHEMBL3457982,DDD01068928,Global Health Stage V,Inactive
c1cc(CNCC2OCCc3cn(CC4CC4)nc32)cs1,CHEMBL3551382,DDD01034563,Global Health Stage V,Inactive
CCOC(=O)N1CCN(C(=O)C(CC)n2cccn2)CC1,CHEMBL3485820,DDD01257178,Global Health Stage V,Inactive
CCn1ccnc1CNCC(c1ccc(C)s1)N1CCOCC1,CHEMBL3458924,DDD01069883,Global Health Stage V,Inactive
CCC(C)N(Cc1sccc1C)C(=O)c1cc(N)ccn1,CHEMBL3485942,DDD01257300,Global Health Stage V,Inactive
COc1cc(Cl)cc(C(=O)N2CCC3(CC2)CNC(=O)C3)c1,CHEMBL3478275,DDD01249592,Global Health Stage V,Inactive
O=C(CCc1ccsc1)NC1CCN(c2cccc(F)c2)CC1,CHEMBL3461202,DDD01072181,Global Health Stage V,Inactive
COc1cccc(OCC(=O)N2CCC3(CC2)[C@@H](OC)C[C@H]3O)c1,CHEMBL3482717,DDD01254062,Global Health Stage V,Inactive
O=C(Nc1ccccc1OCCc1ccccn1)NC1CCOCC1,CHEMBL3480882,DDD01252216,Global Health Stage V,Inactive
CCc1ccc(CN2CCC(CNS(=O)(=O)C3CC3)C2)nc1,CHEMBL3484604,DDD01255961,Global Health Stage V,Inactive
CC(C)c1ccc(-n2cc(O)c(C(=O)O)n2)cc1,CHEMBL3467522,DDD01078595,Global Health Stage V,Inactive
CC(CNC(=O)c1cccnc1O)Cn1cccn1,CHEMBL3453710,DDD01064597,Global Health Stage V,Inactive
O=C(c1ccc(=O)[nH]n1)N(CCO)Cc1cc(Br)ccc1F,CHEMBL3464714,DDD01075728,Global Health Stage V,Inactive
CCC[C@@H]1CN(Cc2c[nH]nc2-c2ccc(OC)cc2)C[C@H]1NC(C)=O,CHEMBL3477953,DDD01249269,Global Health Stage V,Inactive
c1csc(-c2nc(CNC3CCc4ncnn4C3)co2)c1,CHEMBL3493907,DDD01301676,Global Health Stage V,Inactive
O=S(=O)(c1ccc(F)cc1)N1CCCn2cnc(CN3CCCC3)c2C1,CHEMBL3442499,DDD01033180,Global Health Stage V,Inactive
Cn1cc(C(=O)N[C@@H]2CN(CC3CCOCC3)[C@@H]3CCCO[C@H]23)cn1,CHEMBL3552432,DDD01033502,Global Health Stage V,Inactive
CCn1ccnc1CN1CCN(CCc2ccccn2)CC1C,CHEMBL3461550,DDD01072529,Global Health Stage V,Inactive
Cc1cc(CN2CCN(c3ccnc(-c4ccccc4)n3)CC2)no1,CHEMBL3468031,DDD01079106,Global Health Stage V,Inactive
Clc1cccc(C(CNCc2cccnc2)N2CCOCC2)c1,CHEMBL3455738,DDD01066654,Global Health Stage V,Inactive
CCc1noc(CN(CC)C(=O)C2CC(=O)N(Cc3ccncc3)C2)n1,CHEMBL3481908,DDD01253247,Global Health Stage V,Inactive
Cc1ccc(N2CCCC(N(C)Cc3cc(C)no3)C2)nn1,CHEMBL3469021,DDD01080110,Global Health Stage V,Inactive
CCc1cc(=O)[nH]c2nnc(SCC(=O)N3CCC(C)CC3)n12,CHEMBL3439310,DDD01027494,Global Health Stage V,Inactive
Cc1cccc(NC(=O)CN(C)C(=O)c2ccc(-n3cccc3)nc2)n1,CHEMBL3457894,DDD01068840,Global Health Stage V,Inactive
CNC(=O)C1(CCCc2ccncc2)CCN1,CHEMBL3552492,DDD01060327,Global Health Stage V,Inactive
CC(C)(C)c1noc(CN2CCCCC2Cn2cncn2)n1,CHEMBL3490110,DDD01297861,Global Health Stage V,Inactive
c1cncc(COCC2CC[C@H]3[C@H]2OCCN3Cc2ccoc2)c1,CHEMBL3553092,DDD01081759,Global Health Stage V,Inactive
COCc1cc(CNC(=O)c2c(C)cc(C)[nH]c2=O)n[nH]1,CHEMBL3482710,DDD01254055,Global Health Stage V,Inactive
Cc1nc(O)c2nnn(C[C@H]3CCCN3C(=O)c3ccccc3F)c2n1,CHEMBL3449864,DDD01060532,Global Health Stage V,Inactive
CCc1cnccc1C(=O)NC1CCN(Cc2ccccc2F)CC1,CHEMBL3465259,DDD01076291,Global Health Stage V,Inactive
Cc1cc(CN2Cc3ccccc3CC2c2nnc(C)o2)no1,CHEMBL3493363,DDD01301128,Global Health Stage V,Inactive
COc1ccccc1-n1nc(CC(C)C)nc1CSc1nnc(N)s1,CHEMBL3474453,DDD01245755,Global Health Stage V,Inactive
NCc1cc(NCC(c2ccccn2)N2CCOCC2)ncn1,CHEMBL3475207,DDD01246512,Global Health Stage V,Inactive
Cn1cnnc1SCc1cc2c(cc1Br)OCO2,CHEMBL3443561,DDD01035170,Global Health Stage V,Inactive
CC(C)NC(=O)Nc1ccc(CNCc2cccc(C#N)c2)cc1,CHEMBL3496763,DDD01304556,Global Health Stage V,Inactive
O=C(CC1CC1)NCc1cn2c(n1)CN(Cc1nccs1)CC2,CHEMBL3552538,DDD01083432,Global Health Stage V,Inactive
CN(C)Cc1ccnc(C2CCCN2Cc2cc3ccccc3s2)n1,CHEMBL3449848,DDD01060516,Global Health Stage V,Inactive
O=C(NCC1CCCO1)c1nc2c(s1)CCCN2CC1CC1,CHEMBL3442296,DDD01032674,Global Health Stage V,Inactive
CCN(C)C(=O)c1cccc(C(=O)N(C)Cc2cccc(O)c2)c1,CHEMBL3452665,DDD01063534,Global Health Stage V,Inactive
COCC(=O)N1CCC2(C1)c1ccccc1S(=O)(=O)N2CCC(C)C,CHEMBL3442321,DDD01032713,Global Health Stage V,Inactive
Cc1nn(C)c(Cl)c1C1CCCN1CC(=O)NCc1ccco1,CHEMBL3492126,DDD01299881,Global Health Stage V,Inactive
CCC(=O)NC1CCCN(Cn2nc(C(C)(C)C)ccc2=O)C1,CHEMBL3464689,DDD01075701,Global Health Stage V,Inactive
CN(Cc1cn2c(n1)CN(CC1CCOC1)CC2)Cc1ccco1,CHEMBL3555676,DDD01083776,Global Health Stage V,Inactive
CNc1cncc(C2CCCN2S(=O)(=O)c2cccc(F)c2)n1,CHEMBL3449012,DDD01059551,Global Health Stage V,Inactive
COc1ccc(Br)c(NC(=O)NCc2ncnn2C)c1,CHEMBL3455720,DDD01066636,Global Health Stage V,Inactive
Cc1ccc2c(n1)N(Cc1cccnc1)CCN(C(=O)C1CC=CC1)C2,CHEMBL3442279,DDD01032628,Global Health Stage V,Inactive
CN(C)c1ncc(I)c(C2CCCCN2S(C)(=O)=O)n1,CHEMBL3447592,DDD01057886,Global Health Stage V,Inactive
Cc1cc2c(cc1CNC(Cc1cccs1)c1nccs1)OCO2,CHEMBL3547863,DDD01058147,Global Health Stage V,Inactive
O=C(C1CCOC1)N1CCC2(CC1)Cc1ccccc1CNC2=O,CHEMBL3470748,DDD01082619,Global Health Stage V,Inactive
C1CN(CC2CCOCC2)Cc2c(COCC3CC3)nnn2C1,CHEMBL3557512,DDD01031108,Global Health Stage V,Inactive
Cc1cccc(CNC2CC(=O)N(Cc3cccc(F)c3)C2)c1,CHEMBL3472976,DDD01244270,Global Health Stage V,Inactive
Cc1ccc(CC(=O)N2CCN(CC(O)C(C)(C)C)CC2)cn1,CHEMBL3490327,DDD01298080,Global Health Stage V,Inactive
Cc1cnn(CC2CCCCN2CC(=O)Nc2cccnc2)c1,CHEMBL3461143,DDD01072122,Global Health Stage V,Inactive
Cc1cccc(CN2CCC3(CCC(CC(=O)N(C)C)CC3)CC2)n1,CHEMBL3553796,DDD01082578,Global Health Stage V,Inactive
COc1cccc(C(=O)N2CCN(C(=O)CCCc3cn[nH]c3)CC2)c1,CHEMBL3474172,DDD01245472,Global Health Stage V,Inactive
CN(Cc1ccco1)C[C@H]1OC[C@@H]2CCN(Cc3ccsc3)C[C@H]12,CHEMBL3553484,DDD01033533,Global Health Stage V,Inactive
c1csc(CN2CCO[C@@H]3CN(C4CCOCC4)C[C@@H]3C2)c1,CHEMBL3551733,DDD01030232,Global Health Stage V,Inactive
CN1CCC(Oc2ccc(-n3ccnc3-c3ccncc3)cc2)CC1,CHEMBL3484464,DDD01255818,Global Health Stage V,Inactive
CC(=O)Nc1nc(C(=O)NCCOc2ccc(C)cc2)cs1,CHEMBL3463446,DDD01074438,Global Health Stage V,Inactive
CCn1c(C2CCCN(C(=O)C(C)(C)OC)C2)nn(CCN(C)C)c1=O,CHEMBL3474505,DDD01245807,Global Health Stage V,Inactive
CCc1ccc(C2CCCN2C(=O)NCC(=O)NCC(C)C)o1,CHEMBL3457405,DDD01068346,Global Health Stage V,Inactive
Cc1nc(N)ncc1C(=O)N1CCCC(CCc2ccccc2F)C1,CHEMBL3475643,DDD01246948,Global Health Stage V,Inactive
COCCCNC(=O)Cn1c(C)cc(=O)n2nc(-c3cccs3)nc12,CHEMBL3437687,DDD01025727,Global Health Stage V,Inactive
Cc1nc(-c2cccc(N3CCC(N4CCCC(C#N)C4)CC3)c2)cs1,CHEMBL3477751,DDD01249066,Global Health Stage V,Inactive
Cc1nn(C)cc1-c1cc(C(F)(F)F)c2c(C)nn(CC(=O)O)c2n1,CHEMBL3487128,DDD01259510,Global Health Stage V,Inactive
COc1cccc(CN(C)S(=O)(=O)N2CCOCC2)c1,CHEMBL3469813,DDD01080907,Global Health Stage V,Inactive
Cn1cc(C(=O)N2CCC(Cc3nccs3)CC2)cn1,CHEMBL3487354,DDD01270271,Global Health Stage V,Inactive
O=C(Cn1cc(Cl)cn1)N1CCCC(c2cc3ccccc3cn2)C1,CHEMBL3448840,DDD01059352,Global Health Stage V,Inactive
CN(C)C(=O)CC1CC2(CCN(Cc3cccs3)CC2)c2ccccc21,CHEMBL3555436,DDD01034145,Global Health Stage V,Inactive
Cc1ccc(CNC(=O)NC2CCN(CC(F)F)CC2)cc1,CHEMBL3459563,DDD01070528,Global Health Stage V,Inactive
COCCn1ccnc1CN(Cc1ccccn1)Cc1sccc1C,CHEMBL3481124,DDD01252459,Global Health Stage V,Inactive
CS(=O)(=O)N1CCOCC2(CN(Cc3nccs3)CCO2)C1,CHEMBL3557167,DDD01034529,Global Health Stage V,Inactive
CCn1cc(CN2CCCC(c3[nH]ncc3-c3ccc(C)cc3)C2)cn1,CHEMBL3474229,DDD01245530,Global Health Stage V,Inactive
O=C(c1ccc(S(=O)(=O)NC2CCC2)cc1)N1CC[C@H]2CNC[C@H]21,CHEMBL3482719,DDD01254064,Global Health Stage V,Inactive
O=C(N1CCCC1)N1CCC[C@]2(C[C@@H](OCc3ccncc3)CO2)C1,CHEMBL3554556,DDD01033001,Global Health Stage V,Inactive
CO[C@@H]1CC[C@H]2[C@H]1OCCN2C(=O)COc1ccc(F)cc1,CHEMBL3471704,DDD01084836,Global Health Stage V,Inactive
COCCN(CC(N)=O)CC1CCCN(C2Cc3ccccc3C2)C1,CHEMBL3481456,DDD01252793,Global Health Stage V,Inactive
N#CCCn1cnc2c(F)cc(Br)cc2c1=O,CHEMBL3450872,DDD01061721,Global Health Stage V,Inactive
COCCN(C)[C@@H]1c2ccccc2C2(CCNCC2)[C@H]1O,CHEMBL3474420,DDD01245722,Global Health Stage V,Inactive
Cc1csc(C2CCCCN2C(=O)c2cc(C(C)C)[nH]n2)n1,CHEMBL3487981,DDD01295708,Global Health Stage V,Inactive
O=C(O)[C@@H]1CN(Cc2cnc(C3CCCCC3)nc2)C[C@H]1C1CC1,CHEMBL3473842,DDD01245139,Global Health Stage V,Inactive
Cc1cn2c(n1)CCC(NC(=O)c1nc(C)ncc1Cl)C2,CHEMBL3497050,DDD01304846,Global Health Stage V,Inactive
CN1N=C(C(=O)N(Cc2ccco2)C2CCCC2)CCC1=O,CHEMBL3460795,DDD01071770,Global Health Stage V,Inactive
OCCNc1nccc(-c2c[nH]nc2-c2ccncc2)n1,CHEMBL3472007,DDD01235815,Global Health Stage V,Inactive
COc1cccc(NC(=O)N2CC[C@@H]3CN(C)S(=O)(=O)[C@@H]3CC2)c1,CHEMBL3470326,DDD01081599,Global Health Stage V,Inactive
Cc1cc(C(F)(F)F)nc(CNc2cc(C)nc3cc(C)nn23)n1,CHEMBL3472352,DDD01243643,Global Health Stage V,Inactive
COc1cc(C(=O)NS(=O)(=O)c2cc(Cl)sc2Cl)ccc1OC(F)F,CHEMBL3454169,DDD01065068,Global Health Stage V,Inactive
CCOc1ccc(CNCc2ccc(C(=O)NC)cc2)cc1OCC,CHEMBL3461589,DDD01072568,Global Health Stage V,Inactive
CC1CCN(c2cncc(CCC3CCCN3)n2)CC1,CHEMBL3548174,DDD01058283,Global Health Stage V,Inactive
NCC(=O)N1CCCC1c1nccnc1Nc1ncccn1,CHEMBL3553148,DDD01060888,Global Health Stage V,Inactive
CCS(=O)(=O)N1CCc2ncnc(OC)c2CC1,CHEMBL3441421,DDD01030783,Global Health Stage V,Inactive
COc1cc(C(=O)NC(C)C)nc2c(C)cc(F)cc12,CHEMBL3443544,DDD01035153,Global Health Stage V,Inactive
CC(=O)N1CCN(Cc2cccc3c2sc2ccccc23)CC(O)C1,CHEMBL3478755,DDD01250076,Global Health Stage V,Inactive
CC(C)c1nccn1C1CCCN(C(=O)c2cccc3c2OCO3)C1,CHEMBL3496493,DDD01304280,Global Health Stage V,Inactive
Cc1noc([C@H]2C[C@H]3CN(C(=O)C4CCOCC4)CC[C@@H]3O2)n1,CHEMBL3471071,DDD01083322,Global Health Stage V,Inactive
CNC(=O)C(NC(=O)c1c(C)noc1C)c1ccc(F)c(F)c1,CHEMBL3458866,DDD01069825,Global Health Stage V,Inactive
O=C(c1ccccc1)N1CC(C(=O)N2CCOCC2)C2(CCOCC2)C1,CHEMBL3443075,DDD01034570,Global Health Stage V,Inactive
Cn1cc(CNc2ccc(CCN3CCC(C(N)=O)CC3)cc2)cn1,CHEMBL3461710,DDD01072691,Global Health Stage V,Inactive
Cc1cnn(CC2CCCN2c2ncnc3sccc23)c1,CHEMBL3459157,DDD01070121,Global Health Stage V,Inactive
COCCNc1c(-c2ccc(C)cc2)c(=O)c1=O,CHEMBL3437610,DDD01025643,Global Health Stage V,Inactive
O=C1NCCCCC1SCc1coc(-c2ccccc2)n1,CHEMBL3451526,DDD01062387,Global Health Stage V,Inactive
O=C(NCC1CC1)[C@H]1C[C@@H]2CCN(Cc3ccc4c(c3)OCO4)C[C@@H]2O1,CHEMBL3553411,DDD01084561,Global Health Stage V,Inactive
CC(=O)c1c(F)cccc1N1CCC(NS(=O)(=O)c2ccccc2)CC1,CHEMBL3460653,DDD01071626,Global Health Stage V,Inactive
Cc1ccc(CN2CCN(c3nc4c(s3)c(C)nn4C)C(C)C2=O)cc1,CHEMBL3484579,DDD01255935,Global Health Stage V,Inactive
CCc1ncc(CN2CCOC(Cc3cccc(F)c3)C2)cn1,CHEMBL3475408,DDD01246713,Global Health Stage V,Inactive
Cn1ccnc1CN1CCC2(CC(=O)N(c3cccc(F)c3)C2)C1,CHEMBL3557191,DDD01037124,Global Health Stage V,Inactive
c1ccc(-c2nnc(CN3C[C@@H]4CC[C@H](C3)CN4CC3CCC3)o2)cc1,CHEMBL4552498,DDD01246717,Global Health Stage V,Inactive
COCCCNC(=O)CCn1ncc2c(Cl)cccc21,CHEMBL3445683,DDD01038067,Global Health Stage V,Inactive
O=C(c1cnc(Nc2ccccc2)nc1)N1CCC2(CCNCC2)CC1,CHEMBL3476562,DDD01247870,Global Health Stage V,Inactive
Cc1cccc(CN2C[C@@H]3OCCN(c4ccnc(N(C)C)n4)[C@@H]3C2)c1,CHEMBL3557572,DDD01033731,Global Health Stage V,Inactive
NC(=O)Cn1ccnc1C1CCCN(Cc2ccccc2OC(F)F)C1,CHEMBL3473820,DDD01245117,Global Health Stage V,Inactive
O=C(c1ccsc1)N1CCC2(CC1)COCCN(Cc1ccncc1)C2,CHEMBL3556076,DDD01083786,Global Health Stage V,Inactive
CNc1cc(C)nc(NCc2cc(C)cc3c(C)c(C)[nH]c23)n1,CHEMBL3476886,DDD01248198,Global Health Stage V,Active
Cc1ccc(CN(CCN(C)C)C(=O)Nc2cnn(C)c2)s1,CHEMBL3474993,DDD01246295,Global Health Stage V,Inactive
CCc1cnc(N)nc1NCCn1cc(Cl)cn1,CHEMBL3479577,DDD01250904,Global Health Stage V,Inactive
CCc1nc(N)nc(N2CCCC3(CCOCC3)C2)c1C,CHEMBL3484070,DDD01255418,Global Health Stage V,Inactive
Cc1ncc2c(c1CNC(=O)C1(c3ccc(F)cc3)CC1)CCNC2,CHEMBL3479999,DDD01251330,Global Health Stage V,Inactive
Cc1cc(C)nc(CN(C)C(=O)C(c2cccnc2)N2CCCC2)c1,CHEMBL3481531,DDD01252868,Global Health Stage V,Inactive
CCc1cc(CN2CCCCC2c2ccc(F)cc2)on1,CHEMBL3472760,DDD01244053,Global Health Stage V,Inactive
c1cc(CN2CC[C@H]3C[C@H](c4nc(C5CC5)cs4)O[C@@H]3C2)ccn1,CHEMBL3442529,DDD01033258,Global Health Stage V,Inactive
Cc1ccc(C(=O)N2CC[C@@]3(C[C@@H](NS(C)(=O)=O)CCO3)C2)s1,CHEMBL3471018,DDD01083239,Global Health Stage V,Inactive
COC[C@@]12CCO[C@@H]1CCN(Cc1ccccc1OC)C2,CHEMBL3556801,DDD01082730,Global Health Stage V,Inactive
c1cncc(OC2CCN(CCn3cc4ccccc4n3)CC2)c1,CHEMBL3472435,DDD01243727,Global Health Stage V,Inactive
CCc1ccc(CN(Cc2ccco2)C(C)C(C)C)nc1,CHEMBL3476069,DDD01247374,Global Health Stage V,Inactive
CN1CC2(CCCN(c3cnccn3)C2)OC1=O,CHEMBL3478863,DDD01250184,Global Health Stage V,Inactive
NC(=O)CN1CCC(C(=O)NCCn2cc(Cl)cn2)CC1,CHEMBL3481274,DDD01252610,Global Health Stage V,Inactive
C[C@@H]1CN(Cc2cc(C3CCCCC3)no2)CC[C@@]1(O)C1CC1,CHEMBL3475749,DDD01247054,Global Health Stage V,Inactive
Cc1noc(C)c1CN1C[C@@H]2COC[C@H](C(=O)N3CCCCO3)[C@@H]2C1,CHEMBL3552143,DDD01085085,Global Health Stage V,Inactive
O=C1COC2(COCCN(Cc3cccnc3)C2)CN1c1ccccc1,CHEMBL3553078,DDD01034715,Global Health Stage V,Inactive
CCN(Cc1ccoc1)C(=O)NC1CCN(CC2CCCC2)CC1,CHEMBL3461797,DDD01072779,Global Health Stage V,Inactive
O=C(NC[C@H]1OC[C@@H](NC2CCC(F)(F)CC2)[C@@H]1O)c1ccccc1,CHEMBL3437379,DDD01025393,Global Health Stage V,Inactive
O=C(NCc1ccc(CN2CCCC2)cc1)NC1(CO)CCCC1,CHEMBL3451119,DDD01061978,Global Health Stage V,Inactive
COC(=O)CC(NC(=O)c1cccc(N2CCCC2=O)c1)c1cccs1,CHEMBL3451239,DDD01062099,Global Health Stage V,Inactive
CCCC(=O)N(CCCN1CCOCC1)c1nc2c(C)c(C)ccc2s1,CHEMBL3547992,DDD01027576,Global Health Stage V,Inactive
CN(C(=O)c1cccc2[nH]ncc12)C1CCN(c2ccccn2)CC1,CHEMBL3497037,DDD01304833,Global Health Stage V,Inactive
COCCN1CCN(C(=O)NC2CC2)Cc2ccc(C)nc21,CHEMBL3552005,DDD01033488,Global Health Stage V,Inactive
COCCO[C@H]1CCN(C(=O)NC2CC2)[C@H]1Cc1cnn(C)c1,CHEMBL3442849,DDD01034053,Global Health Stage V,Inactive
Cc1ccc(CCCC(=O)N2CC(=O)Nc3cccnc32)s1,CHEMBL3454500,DDD01065404,Global Health Stage V,Inactive
Cc1cccc(CN2C[C@@H]3CN(C4CCOCC4)C[C@@H]3C2=O)c1,CHEMBL3555816,DDD01031668,Global Health Stage V,Inactive
CC(=O)N1CCCC1c1nc(C)cc(-c2ccc(F)cc2)n1,CHEMBL3449825,DDD01060492,Global Health Stage V,Inactive
CC1(C)Cc2ccc(C(=O)NC3CCS(=O)(=O)C3)c(O)c2O1,CHEMBL3467779,DDD01078852,Global Health Stage V,Inactive
O=C(c1ccncc1F)N1Cc2nc(CN3CCCCC3)oc2C1,CHEMBL3555207,DDD01082501,Global Health Stage V,Inactive
Cc1noc(C)c1CN1CCCC2(CCN(CC3CCCC3)C2)C1,CHEMBL3551923,DDD01029512,Global Health Stage V,Inactive
Cc1noc(C(C)C)c1C(=O)NCc1cccc(CN(C)C)c1,CHEMBL3487434,DDD01295157,Global Health Stage V,Inactive
NC1CCc2nc(-c3cccnc3)nc(Nc3ccc(F)cc3)c2C1,CHEMBL3548138,DDD01057099,Global Health Stage V,Inactive
O=C(O)[C@]12CCCN(C3CCOC3)C[C@H]1CN(c1ncccn1)C2,CHEMBL3554641,DDD01081965,Global Health Stage V,Inactive
CC(C)CC(=O)N1CC[C@H]2N(C)CC[C@@]2(C(=O)Nc2ccccc2)CC1,CHEMBL3556727,DDD01034191,Global Health Stage V,Inactive
CCOC(=O)Cn1nnnc1-c1ccccc1,CHEMBL3445423,DDD01037806,Global Health Stage V,Inactive
COc1cc(C(=O)NCc2cc(N3CCOCC3)ncn2)ccn1,CHEMBL3472219,DDD01243509,Global Health Stage V,Inactive
O=C1CC(c2ccccc2)c2cnn(C3CCCC3)c2N1,CHEMBL3484987,DDD01256344,Global Health Stage V,Inactive
Cc1noc(CS(=O)(=O)C(C)C(=O)N(C)c2ccccc2)n1,CHEMBL3465569,DDD01076606,Global Health Stage V,Inactive
CN(C(=O)Cn1nnnc1C(C)(C)C)c1ccccc1,CHEMBL3466401,DDD01077458,Global Health Stage V,Inactive
CN1Cc2ccccc2CC2(CCN(c3ncccn3)CC2)C1=O,CHEMBL3441014,DDD01029925,Global Health Stage V,Inactive
CC(C)CC(NC(=O)CSCC(N)=O)c1cccs1,CHEMBL3452888,DDD01063761,Global Health Stage V,Inactive
